FANTOM5_Sample_ID	Characteristics [description]	Sample types category	Experiments category	Chracteristics [Species]	Characteristics [Sex]	Characteristics [Age]	Unit[Age]	Characteristics [Developmental stage]	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
13361-143F4	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13362-143F5	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13363-143F6	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep3	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0007100	primary circulatory organ	CL:0000746	cardiac muscle myoblast	NA	NA
13364-143F7	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep1 (UH-1)	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	NA	NA	CL:0002322	embryonic stem cell	NA	NA
13365-143F8	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep2 (UH-2)	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	NA	NA	CL:0002322	embryonic stem cell	NA	NA
13366-143F9	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep3 (UH-3)	stem cells	time courses	Human (Homo sapiens)	NA	NA	NA	NA	NA	NA	CL:0002322	embryonic stem cell	NA	NA
13421-144D1	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
13422-144D2	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13423-144D3	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13424-144D4	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13425-144D5	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
13426-144D6	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13427-144D7	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13428-144D8	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13429-144D9	iPS differentiation to neuron, control donor C11-CRL2429, day00, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0002248	pluripotent stem cell	NA	NA
13430-144E1	iPS differentiation to neuron, control donor C11-CRL2429, day06, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13431-144E2	iPS differentiation to neuron, control donor C11-CRL2429, day12, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13432-144E3	iPS differentiation to neuron, control donor C11-CRL2429, day18, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	neonate	NA	NA	CL:0000031	neuroblast	NA	NA
13433-144E4	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep1	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13434-144E5	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep1	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13435-144E6	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep1	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13436-144E7	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep1	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13437-144E8	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep2	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13438-144E9	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep2	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13439-144F1	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep2	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13440-144F2	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep2	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13441-144F3	iPS differentiation to neuron, control donor C32-CRL1502, day00, rep3	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13442-144F4	iPS differentiation to neuron, control donor C32-CRL1502, day06, rep3	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13443-144F5	iPS differentiation to neuron, control donor C32-CRL1502, day12, rep3	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13444-144F6	iPS differentiation to neuron, control donor C32-CRL1502, day18, rep3	stem cells	time courses	Human (Homo sapiens)	female	10	week	fetus	NA	NA	CL:0000031	neuroblast	NA	NA
13445-144F7	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0002248	pluripotent stem cell	NCIT:C2993	Down Syndrome
13446-144F8	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13447-144F9	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13448-144G1	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13449-144G2	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0002248	pluripotent stem cell	NCIT:C2993	Down Syndrome
13450-144G3	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13451-144G4	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13452-144G5	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13453-144G6	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0002248	pluripotent stem cell	NCIT:C2993	Down Syndrome
13454-144G7	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13455-144G8	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13456-144G9	iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13457-144H1	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13458-144H2	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13459-144H3	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13460-144H4	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep1	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13461-144H5	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13462-144H6	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13463-144H7	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13464-144H8	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep2	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13465-144H9	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13466-144I1	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13467-144I2	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13468-144I3	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep3	stem cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	NA	NA	CL:0000031	neuroblast	NCIT:C2993	Down Syndrome
13469-144I4	Myoblast differentiation to myotubes, day00, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0000515	skeletal muscle myoblast	NA	NA
13470-144I5	Myoblast differentiation to myotubes, day01, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13471-144I6	Myoblast differentiation to myotubes, day02, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13472-144I7	Myoblast differentiation to myotubes, day03, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13473-144I8	Myoblast differentiation to myotubes, day04, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13474-144I9	Myoblast differentiation to myotubes, day06, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13475-145A1	Myoblast differentiation to myotubes, day08, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13476-145A2	Myoblast differentiation to myotubes, day10, control donor1	primary cells	time courses	Human (Homo sapiens)	female	3	year	child	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13477-145A3	Myoblast differentiation to myotubes, day12, control donor1	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13478-145A4	Myoblast differentiation to myotubes, day00, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0000515	skeletal muscle myoblast	NA	NA
13479-145A5	Myoblast differentiation to myotubes, day01, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13480-145A6	Myoblast differentiation to myotubes, day02, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13481-145A7	Myoblast differentiation to myotubes, day03, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13482-145A8	Myoblast differentiation to myotubes, day04, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13483-145A9	Myoblast differentiation to myotubes, day06, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13484-145B1	Myoblast differentiation to myotubes, day08, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13485-145B2	Myoblast differentiation to myotubes, day10, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13486-145B3	Myoblast differentiation to myotubes, day12, control donor2	primary cells	time courses	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13487-145B4	Myoblast differentiation to myotubes, day00, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0000515	skeletal muscle myoblast	NA	NA
13488-145B5	Myoblast differentiation to myotubes, day01, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13489-145B6	Myoblast differentiation to myotubes, day02, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13490-145B7	Myoblast differentiation to myotubes, day03, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13491-145B8	Myoblast differentiation to myotubes, day04, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13492-145B9	Myoblast differentiation to myotubes, day06, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13493-145C1	Myoblast differentiation to myotubes, day08, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13494-145C2	Myoblast differentiation to myotubes, day10, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13495-145C3	Myoblast differentiation to myotubes, day12, control donor3	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NA	NA
13496-145C4	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13497-145C5	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13498-145C6	Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13499-145C7	Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13500-145C8	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13501-145C9	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13502-145D1	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13503-145D2	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13504-145D3	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13505-145D4	Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor2	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
13506-145D5	Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor2	primary cells	time courses	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001134	skeletal muscle tissue	CL:0002372	myotube	NCIT:C75482	Duchenne Muscular Dystrophy
